BTC,ETH,BNB,SOL,USDC,XRP,DOGE,ADA,SHIB,AVAX,TRX,DOT,LINK,BCH,NEAR,MATIC,UNI,LTC,PEPE,DAI,ICP,ETC,APT,RNDR,STX,XMR,HBAR,FIL,ATOM,INJ,XLM,IMX,ARB,FDUSD,WIF,TAO,GRT,SUI,OP,AR,VET,FLOKI,MKR
69582.18,3505.64,600.7,194.2,0.9996,0.6212,0.19912,0.6436,2.982e-05,52.93,0.12256,9.429,18.933,597.6,6.938,0.9795,12.607,102.84,8.13e-06,,17.882,32.89,16.608,10.672,3.6365,,0.1135,9.437,12.257,35.8,0.1391,3.08,1.6413,1.0062,4.2673,,0.3887,1.8805,3.656,37.758,0.04488,0.00024322,3747.0
71280.01,3645.29,606.7,202.45,1.0,0.6292,0.22,0.6501,3.074e-05,54.06,0.12296,9.647,19.171,678.7,7.294,1.0033,12.947,105.01,8.8e-06,,18.776,34.28,17.0751,10.654,3.6541,,0.1157,9.96,12.293,36.78,0.1411,3.0442,1.6616,1.0022,4.5773,,0.3926,1.9137,3.689,38.755,0.04611,0.00024812,3924.0
69649.8,3503.8,575.8,192.24,0.9996,0.611,0.20503,0.6212,2.864e-05,51.38,0.12051,9.143,18.358,647.6,6.733,0.9508,12.416,99.2,7.92e-06,,18.032,32.68,16.687,10.076,3.6171,,0.1099,9.378,11.63,34.21,0.1355,2.8926,1.5679,0.9971,4.221,,0.3743,1.9398,3.496,35.993,0.04432,0.0002333,3742.0
65463.99,3278.96,551.4,181.53,0.9998,0.5854,0.18248,0.5807,2.641e-05,46.86,0.11662,8.582,17.952,639.0,6.216,0.9003,11.302,106.75,7.25e-06,,17.906,29.98,14.7011,9.443,3.2902,,0.1036,8.575,10.967,32.55,0.1286,2.6597,1.4483,0.9984,3.8471,,0.3336,1.733,3.156,33.973,0.04101,0.00020936,3752.0
65963.28,3310.83,561.5,185.05,0.9996,0.5742,0.17522,0.5693,2.633e-05,45.89,0.11712,8.416,17.687,592.8,6.596,0.895,10.868,98.33,6.8e-06,,17.833,30.64,14.1455,9.356,3.1326,,0.1025,8.422,10.825,32.9,0.1263,2.6989,1.4793,0.9996,3.6262,,0.329,1.6681,3.052,33.357,0.04081,0.00019861,3793.0
68487.79,3327.4,585.5,184.0,0.9997,0.5935,0.17998,0.5831,2.77e-05,46.5,0.11915,8.486,17.791,665.4,6.727,0.9055,10.976,98.38,6.92e-06,,17.851,32.84,14.1534,9.607,3.2708,,0.1052,8.633,11.012,32.78,0.1289,2.7998,1.4593,1.007,3.545,,0.3381,1.6839,3.105,33.473,0.04178,0.00020055,3954.0
67820.62,3317.85,577.8,174.37,0.9996,0.5871,0.1772,0.5741,2.679e-05,45.3,0.1179,8.379,17.325,657.3,7.222,0.8839,10.926,97.82,6.57e-06,,16.854,33.1,13.1468,9.227,3.0906,,0.1046,8.393,10.893,34.24,0.1275,2.657,1.4333,1.0034,3.2189,,0.3311,1.6075,2.873,31.745,0.04034,0.00018805,3687.0
68896.0,3351.59,585.4,178.68,0.9998,0.593,0.18577,0.5836,2.743e-05,48.19,0.11959,8.494,17.559,693.9,7.022,0.8973,11.241,101.6,6.76e-06,,17.032,33.47,13.216,9.541,3.2051,,0.1059,8.578,11.099,34.81,0.1291,2.7039,1.4871,1.0023,3.5678,,0.3375,1.6248,2.993,33.635,0.04152,0.00019529,3706.0
69360.39,3454.2,583.9,179.52,1.0001,0.5944,0.19887,0.5892,2.818e-05,49.32,0.12056,8.704,17.913,684.8,6.916,0.9114,11.401,101.21,7.44e-06,,17.134,33.88,13.6318,9.764,3.3041,,0.1058,8.833,11.081,35.23,0.1293,2.7114,1.5287,0.9996,3.759,,0.337,1.6421,3.196,33.864,0.04253,0.00020546,3632.0
71620.0,3694.61,586.4,180.68,1.0,0.6147,0.2026,0.6137,2.874e-05,49.86,0.12303,9.043,18.101,681.4,7.358,0.9473,11.624,103.27,7.76e-06,,17.792,35.65,14.2581,10.31,3.4629,,0.1095,9.31,11.305,35.63,0.1334,2.8402,1.5694,0.9976,4.2025,,0.3521,1.7099,3.365,35.198,0.04681,0.00021527,3734.0
69146.0,3506.39,580.5,172.42,1.0005,0.6141,0.18912,0.5912,2.748e-05,46.47,0.12109,8.659,17.362,671.8,7.227,0.8974,11.212,97.53,7.04e-06,,16.064,32.77,12.7333,9.415,3.1787,,0.1035,8.657,10.837,33.12,0.1322,2.6408,1.4841,0.9992,3.5857,,0.3329,1.5748,3.044,31.895,0.04355,0.00019861,3393.0
70631.08,3545.64,609.7,173.31,1.0,0.6172,0.19971,0.5862,2.805e-05,47.3,0.1191,8.408,17.417,629.2,6.983,0.8873,10.047,96.71,7.14e-06,,15.965,33.51,12.2186,9.228,3.0937,,0.1023,8.492,10.814,33.26,0.1297,2.6184,1.4662,1.0003,3.6212,,0.3284,1.5216,3.036,31.162,0.04647,0.00019754,3342.0
70006.23,3502.52,604.6,172.37,0.9999,0.6086,0.1938,0.5858,2.751e-05,46.01,0.1203,8.384,17.555,614.2,6.795,0.878,9.139,98.78,7.31e-06,,15.507,33.74,11.8525,9.028,2.9904,,0.0998,8.052,10.758,31.95,0.1302,2.564,1.4183,1.0003,3.4556,623.4,0.3105,1.4904,2.939,31.012,0.0481,0.00019168,3357.0
67116.52,3237.43,595.6,153.16,0.9996,0.5468,0.17403,0.5027,2.475e-05,39.34,0.1148,7.24,15.156,533.2,5.788,0.7654,7.922,86.08,5.92e-06,,13.921,29.47,9.77,8.185,2.6292,,0.0877,6.608,9.371,26.73,0.1151,2.2092,1.1737,1.0026,2.6583,537.5,0.2685,1.2394,2.448,24.578,0.043,0.00015821,2937.0
63924.51,3007.01,553.1,138.47,0.9987,0.4788,0.15254,0.4449,2.11e-05,33.89,0.11006,6.388,13.288,479.6,5.215,0.653,6.91,77.33,5.04e-06,,12.348,25.48,8.7733,7.48,2.5219,,0.0785,5.723,8.07,23.27,0.1053,2.0538,1.0314,1.0002,2.3273,509.2,0.2346,1.0611,2.117,26.002,0.0401,0.00013366,2795.0
65661.84,3155.11,566.4,151.25,0.9989,0.5033,0.16212,0.4673,2.271e-05,37.27,0.11243,6.855,14.098,525.7,5.721,0.7105,7.523,79.72,5.44e-06,,12.881,27.0,9.5825,8.975,2.7418,,0.0836,6.153,8.336,26.03,0.1106,2.1721,1.1795,1.0001,3.0617,586.5,0.2593,1.1985,2.33,28.55,0.04303,0.00015047,3033.0
63419.99,3101.99,552.7,138.51,0.9996,0.4977,0.16123,0.461,2.192e-05,35.16,0.11146,6.708,13.58,508.3,5.221,0.7078,7.247,78.1,5.09e-06,,12.361,26.44,9.131,8.28,2.5352,,0.0796,6.003,8.136,24.45,0.1077,1.9538,1.1526,0.9988,2.7486,524.9,0.2532,1.1716,2.267,25.766,0.04136,0.00014297,3072.0
63793.39,3084.22,537.6,136.22,0.9996,0.4965,0.156,0.4583,2.268e-05,34.76,0.1118,6.702,13.46,486.9,5.493,0.703,7.189,79.94,5.4e-06,,12.242,26.18,9.2526,8.278,2.4139,,0.0798,6.076,8.166,25.02,0.1096,1.9007,1.154,0.9988,2.679,500.8,0.2583,1.2239,2.243,24.573,0.03985,0.00014192,3259.0
61277.37,2985.41,534.1,131.84,1.0,0.4951,0.14756,0.444,2.205e-05,33.58,0.10971,6.583,13.133,463.9,5.407,0.6677,6.889,80.19,4.92e-06,,11.854,25.4,9.142,7.657,2.2611,,0.0781,5.845,8.041,26.02,0.1075,1.8782,1.1059,0.9995,2.4214,455.0,0.2418,1.2598,2.165,24.446,0.03798,0.00013337,3146.0
63470.08,3064.4,552.1,142.07,0.9995,0.5025,0.15221,0.458,2.278e-05,34.85,0.10925,6.784,13.887,483.0,5.705,0.6757,7.296,80.75,5.09e-06,,12.769,26.13,9.4958,7.893,2.4471,,0.0822,5.995,8.198,27.63,0.1104,2.0134,1.1383,0.9993,2.5667,466.2,0.2555,1.2552,2.225,25.092,0.03966,0.00013831,3000.0
63818.01,3056.46,554.0,142.5,0.9995,0.503,0.15633,0.4682,2.287e-05,34.67,0.10989,6.682,13.946,476.8,5.586,0.6728,7.491,80.87,5.13e-06,,14.073,26.05,9.4143,7.906,2.4535,,0.0803,6.145,8.15,28.17,0.1117,2.0355,1.1196,0.9993,2.9205,442.0,0.2571,1.3334,2.232,27.52,0.0405,0.000139,2950.0
64940.59,3155.79,570.9,151.22,0.9996,0.5288,0.1626,0.5072,2.617e-05,38.31,0.11105,7.241,14.959,515.4,6.218,0.7382,7.873,85.04,5.8e-06,,15.532,27.89,10.2413,8.982,2.7181,,0.0868,6.649,8.678,29.71,0.116,2.2065,1.2158,0.9994,3.0246,485.1,0.2912,1.4272,2.505,32.499,0.04239,0.00016607,3120.0
64941.15,3147.67,579.6,148.8,0.9998,0.5246,0.15825,0.4993,2.627e-05,37.15,0.11132,7.14,15.105,502.2,6.446,0.7135,7.731,84.16,5.95e-06,,15.093,27.46,10.0071,9.091,2.7912,,0.0889,6.48,8.756,28.27,0.1139,2.1781,1.1894,0.9997,2.9283,474.8,0.2815,1.3706,2.445,32.775,0.04124,0.00017056,3003.0
66819.32,3200.2,604.5,156.95,0.9996,0.556,0.1612,0.5167,2.689e-05,39.19,0.11223,7.466,15.445,522.7,7.028,0.7422,8.2,85.39,6.88e-06,,15.073,28.33,10.18,9.274,3.019,,0.0904,6.571,8.916,28.63,0.1182,2.3827,1.2092,1.0008,2.9077,520.9,0.3017,1.3925,2.549,35.277,0.04259,0.00017634,2899.0
66414.0,3219.46,606.2,154.75,0.9999,0.5445,0.15979,0.5,2.682e-05,38.3,0.11322,7.242,15.178,505.0,6.893,0.7291,7.948,85.02,7.68e-06,,14.462,28.12,9.78,8.98,2.8896,,0.1563,6.388,8.7,28.02,0.1174,2.3566,1.179,1.0022,3.0147,500.1,0.2931,1.3263,2.491,33.45,0.04157,0.0001935,2926.0
64289.59,3140.8,608.8,147.78,1.0006,0.5275,0.15139,0.4746,2.57e-05,36.37,0.11329,6.931,14.536,479.4,6.86,0.7052,7.72,83.25,7.24e-06,,13.705,26.37,9.15,8.483,2.7067,,0.1248,6.05,8.404,26.46,0.1144,2.2256,1.1162,1.0006,3.101,452.6,0.27,1.2506,2.422,32.974,0.03977,0.00018505,2874.0
64498.34,3155.8,613.2,144.84,1.0003,0.5254,0.15127,0.4705,2.571e-05,35.59,0.11722,6.862,14.593,478.1,7.131,0.7203,7.93,83.78,7.78e-06,,13.776,26.45,9.03,8.618,2.6643,,0.1196,5.993,8.321,26.51,0.1138,2.1028,1.0898,1.0007,3.1481,460.8,0.2662,1.2242,2.418,35.863,0.03978,0.00018608,2856.0
63770.01,3131.3,598.0,139.23,1.0003,0.5261,0.148,0.4631,2.522e-05,34.42,0.12014,6.764,14.49,482.4,6.93,0.7032,7.703,88.1,7.37e-06,,13.063,27.11,8.85,8.135,2.5804,,0.111,6.006,8.301,25.56,0.114,2.0422,1.0651,1.0006,2.8469,427.0,0.259,1.1737,2.333,30.937,0.03928,0.0001828,2869.0
63461.98,3255.56,596.2,141.31,1.0007,0.5179,0.14776,0.4675,2.478e-05,34.47,0.11975,6.807,14.267,477.1,7.14,0.7329,7.973,83.88,7.21e-06,,13.311,27.85,9.01,8.071,2.5497,,0.1065,5.923,8.397,25.94,0.1144,2.135,1.1255,1.0,2.7666,421.9,0.2645,1.2111,2.626,33.527,0.03929,0.00017308,2993.0
63118.62,3263.45,600.2,137.99,1.0003,0.5103,0.1467,0.4603,2.423e-05,33.95,0.12124,6.728,13.809,470.5,7.047,0.7213,7.825,83.99,7.23e-06,,13.58,27.99,8.99,7.965,2.4739,,0.1035,5.899,8.2,25.78,0.1123,2.1006,1.101,0.9995,2.6515,423.3,0.2569,1.2177,2.634,35.884,0.0394,0.00017029,3070.0
63866.0,3216.73,592.8,137.77,1.0003,0.5151,0.14342,0.4571,2.41e-05,35.28,0.11901,6.587,14.074,465.1,6.865,0.7043,7.689,83.51,7.35e-06,,13.427,27.59,9.11,7.885,2.4748,,0.1032,5.918,8.151,25.84,0.112,2.0995,1.0578,0.9992,2.7703,401.3,0.2566,1.1921,2.495,36.087,0.03949,0.00016985,2842.0
60672.0,3014.05,578.4,126.77,1.0009,0.5006,0.13339,0.4412,2.239e-05,32.71,0.11956,6.425,13.129,434.1,6.194,0.6673,7.039,79.49,6.67e-06,,12.878,25.43,8.7,7.339,2.1598,,0.0938,5.626,8.443,23.75,0.1077,1.9242,1.0226,0.9986,2.5033,388.6,0.2361,1.1438,2.537,30.195,0.03607,0.00015634,2665.0
58364.97,2972.46,561.8,134.64,1.0014,0.5175,0.13021,0.4501,2.266e-05,33.33,0.12045,6.899,13.347,424.8,6.14,0.6919,7.047,80.17,6.98e-06,,13.178,25.55,8.94,7.663,2.1417,,0.0996,5.717,8.745,23.67,0.1111,2.0267,1.0296,0.9987,2.612,380.9,0.243,1.1474,2.797,28.659,0.03522,0.00015878,2725.0
59060.61,2986.19,560.5,137.58,1.0,0.518,0.13189,0.4578,2.279e-05,33.58,0.12226,7.273,13.59,429.0,6.087,0.7205,7.107,80.02,7.54e-06,,13.51,25.66,8.85,7.823,2.0844,,0.1004,5.928,8.647,23.43,0.1103,2.2112,1.0286,0.9993,2.7321,404.3,0.2506,1.1212,2.873,34.431,0.0351,0.00016391,2765.0
62882.01,3102.61,587.0,143.69,0.9997,0.5317,0.14604,0.4673,2.444e-05,35.54,0.1227,7.245,14.093,452.6,6.874,0.7322,7.585,81.85,8.08e-06,,13.607,26.89,9.07,8.241,2.3749,,0.1112,6.047,8.765,24.97,0.1118,2.2501,1.065,0.9997,3.1092,425.6,0.275,1.1119,2.858,34.568,0.03722,0.00017505,2957.0
63892.04,3117.23,585.7,146.05,0.9998,0.5302,0.16012,0.4633,2.505e-05,37.36,0.12226,7.122,14.316,462.8,6.864,0.7293,7.531,81.66,8.67e-06,,13.164,26.95,9.12,8.958,2.3559,,0.109,6.057,8.693,24.65,0.1109,2.2283,1.0615,0.9996,3.3924,446.6,0.2753,1.091,2.88,35.845,0.03714,0.00019229,2869.0
64012.0,3136.41,592.0,145.73,0.9998,0.5296,0.16098,0.458,2.471e-05,37.35,0.12107,7.302,14.371,469.0,7.49,0.7336,7.587,81.32,8.53e-06,,12.987,27.67,9.24,9.869,2.3015,,0.1104,6.153,9.335,24.23,0.1109,2.241,1.0706,0.9998,3.2202,455.4,0.294,1.0954,2.901,40.569,0.03733,0.00018781,2910.0
63165.19,3062.6,588.2,152.82,0.9999,0.5402,0.15648,0.4541,2.388e-05,37.11,0.11864,7.121,14.484,473.1,7.311,0.7099,7.474,80.79,8.35e-06,,12.804,26.98,9.0,9.947,2.2003,,0.1138,6.027,9.209,25.58,0.1097,2.1648,1.0603,0.9998,3.3618,441.8,0.2817,1.0932,2.768,39.781,0.03593,0.00017936,2781.0
62312.08,3005.69,576.5,148.03,0.9999,0.5245,0.14999,0.4414,2.298e-05,35.31,0.12051,6.993,13.997,470.9,7.118,0.6929,7.396,80.84,7.89e-06,,12.388,27.07,8.77,10.289,2.1407,,0.1078,5.772,8.94,24.72,0.1081,2.1608,1.0255,1.0,2.9994,419.1,0.28,1.0797,2.666,37.781,0.03551,0.00017135,2801.0
61193.03,2974.21,588.6,142.18,1.0004,0.5171,0.14324,0.4518,2.254e-05,34.02,0.12293,6.983,13.9,448.2,6.809,0.681,7.329,81.7,7.96e-06,,12.024,27.18,8.59,9.893,2.0578,,0.106,5.704,9.086,23.29,0.1073,2.0413,1.0282,1.0002,2.7772,391.8,0.2627,1.0105,2.58,37.347,0.03509,0.00017023,2698.0
63074.01,3036.23,596.8,152.57,1.0002,0.5209,0.1522,0.4635,2.348e-05,35.07,0.1262,7.05,14.237,454.8,7.479,0.6944,7.501,83.08,8.53e-06,,12.169,27.66,8.81,10.837,2.0994,,0.1107,5.92,9.123,23.99,0.1085,2.159,1.0411,1.0004,3.1228,393.0,0.2931,1.0262,2.653,41.207,0.03565,0.00017933,2749.0
60799.99,2909.99,585.6,146.01,1.0002,0.5022,0.14389,0.4479,2.242e-05,33.71,0.12741,6.746,13.564,426.6,7.253,0.6721,7.107,80.22,8.41e-06,,11.858,26.38,8.46,10.95,2.0058,,0.1057,5.622,8.641,24.83,0.1062,2.1648,0.9952,1.0002,2.976,376.5,0.2919,1.0076,2.519,41.543,0.03463,0.00016857,2673.0
60825.99,2912.45,592.2,145.42,1.0003,0.5059,0.14306,0.439,2.251e-05,33.49,0.12638,6.659,13.306,429.5,7.021,0.6758,7.036,81.39,8.52e-06,,11.875,26.47,8.39,10.959,1.9781,,0.1068,5.608,8.503,23.71,0.1059,2.2793,1.0005,1.0003,3.0078,374.7,0.285,0.9944,2.535,39.888,0.0344,0.00016964,2700.0
61483.99,2929.29,594.8,143.43,1.0005,0.4993,0.14123,0.4377,2.231e-05,33.14,0.12738,6.617,13.559,433.0,6.887,0.6707,7.064,81.41,8.76e-06,,11.721,26.69,8.35,10.821,1.9874,,0.1087,5.605,8.476,23.5,0.1048,2.1834,0.9972,1.0006,2.972,362.9,0.2785,1.0037,2.523,41.908,0.03434,0.00016935,2692.0
62940.08,2950.99,591.7,147.54,1.0001,0.5053,0.14864,0.4368,2.336e-05,32.46,0.12561,6.669,13.393,437.5,7.292,0.6634,7.003,80.62,9.92e-06,,11.789,26.3,8.18,11.255,2.0182,,0.1076,5.604,8.4,22.63,0.1039,2.2271,0.9818,1.0002,3.0093,357.3,0.2793,0.9696,2.495,39.321,0.03368,0.00018342,2682.0
61577.49,2881.93,567.1,142.03,1.0004,0.5002,0.14552,0.4285,2.298e-05,31.58,0.12546,6.485,12.98,429.1,7.022,0.6497,6.787,78.79,1.057e-05,,11.832,25.36,7.8,10.036,1.896,,0.1054,5.351,8.134,21.36,0.1018,2.0131,0.9352,1.0005,2.7849,343.9,0.2649,0.8964,2.395,39.155,0.03335,0.00018903,2680.0
66206.5,3032.55,581.0,158.52,0.9996,0.5188,0.15534,0.4524,2.525e-05,34.66,0.12633,6.961,13.865,463.7,8.052,0.686,7.364,82.45,1.05e-05,,12.487,27.09,8.49,10.638,2.1817,,0.1108,5.784,8.434,23.61,0.1067,2.3465,0.9936,0.9988,3.0494,389.7,0.3029,0.9921,2.484,43.777,0.0354,0.00021052,2808.0
65235.21,2944.7,569.2,159.37,0.9999,0.5157,0.14972,0.4597,2.457e-05,34.46,0.125,7.025,15.516,444.8,8.021,0.6942,7.293,82.43,1.003e-05,,12.171,27.24,8.37,10.044,1.9799,,0.1123,5.752,8.533,23.44,0.1067,2.3803,0.9715,0.9993,2.8424,382.2,0.3034,1.024,2.368,44.322,0.03525,0.00020593,2693.0
67024.0,3092.01,580.9,169.44,0.9995,0.5234,0.15555,0.4824,2.502e-05,36.43,0.12434,7.199,16.231,466.5,8.037,0.7135,7.491,84.14,1.018e-05,,13.101,28.31,8.57,10.077,2.082,,0.1148,5.884,8.655,24.72,0.1088,2.3932,1.0306,0.9995,2.7937,380.7,0.3168,1.0755,2.568,47.585,0.03596,0.00021027,2785.0
66915.2,3122.94,580.3,172.4,0.9998,0.5213,0.15302,0.482,2.476e-05,37.24,0.12299,7.157,16.329,475.4,7.921,0.7091,7.86,83.84,9.54e-06,,13.245,28.62,8.58,10.331,2.0588,,0.1145,5.85,8.603,24.98,0.1081,2.3624,1.0179,0.9994,2.5561,382.4,0.3124,1.0811,2.548,46.914,0.03527,0.00020366,2823.0
66274.01,3071.19,574.5,169.93,1.0,0.5096,0.14908,0.4672,2.386e-05,35.6,0.12117,6.931,16.56,484.9,7.777,0.683,7.642,82.4,9.16e-06,,12.616,27.58,8.12,10.05,1.9535,,0.111,5.552,8.206,24.15,0.1055,2.2377,0.9716,0.9992,2.5311,365.4,0.3001,1.0269,2.452,48.125,0.03427,0.00019281,2776.0
71446.62,3661.78,599.6,186.7,0.9997,0.5377,0.16573,0.502,2.607e-05,40.13,0.12442,7.575,17.262,517.9,8.291,0.7506,9.328,88.64,1.141e-05,,13.558,32.36,9.11,10.872,2.1395,,0.1175,6.17,8.92,28.24,0.1125,2.5586,1.1269,0.9994,2.8236,406.4,0.3385,1.1467,2.907,47.526,0.03684,0.00021528,3166.0
70148.34,3789.6,618.5,178.15,1.0001,0.537,0.17024,0.4946,2.612e-05,41.2,0.12361,7.61,16.739,515.0,7.819,0.7292,9.659,88.26,1.384e-05,,13.309,31.72,9.32,11.194,2.1705,,0.1151,6.235,8.785,27.64,0.1122,2.4914,1.2034,0.9996,2.7514,423.8,0.3395,1.1406,2.831,44.353,0.03653,0.00022972,3065.0
69166.62,3737.73,614.8,176.95,1.0004,0.5268,0.16628,0.4835,2.533e-05,40.0,0.12007,7.467,16.354,499.0,7.986,0.7232,9.304,85.78,1.338e-05,,12.822,30.38,9.0,10.655,2.0625,,0.1133,6.118,8.561,27.28,0.1107,2.518,1.1413,0.9991,3.0341,446.2,0.3475,1.1051,2.668,44.777,0.03587,0.00022325,2942.0
67969.65,3783.61,599.3,176.16,1.0005,0.5289,0.15973,0.4656,2.461e-05,38.52,0.11532,7.2,16.596,491.2,7.695,0.7438,9.088,85.45,1.494e-05,,12.29,32.42,8.93,10.235,2.005,,0.1089,5.795,8.361,26.13,0.1093,2.4422,1.2031,0.9991,2.9238,450.6,0.3287,1.0764,2.623,41.175,0.03513,0.0002264,2838.0
68549.99,3728.28,600.3,167.7,1.0002,0.536,0.16386,0.4601,2.44e-05,38.01,0.11547,7.244,17.25,494.9,7.909,0.7236,10.213,85.0,1.415e-05,,12.413,31.59,8.96,10.11,1.975,,0.1081,5.82,8.46,25.71,0.1101,2.4622,1.1579,0.9996,2.8685,436.4,0.325,1.0676,2.522,40.818,0.03534,0.00022027,2751.0
69290.57,3749.26,602.4,168.35,1.0001,0.5416,0.17402,0.4623,2.508e-05,38.28,0.11378,7.425,17.443,493.6,8.23,0.7293,11.329,84.98,1.497e-05,,12.327,31.67,9.09,10.077,1.994,,0.1085,6.006,8.491,25.34,0.1109,2.4635,1.1914,0.9996,3.0923,424.5,0.3273,1.0629,2.551,40.273,0.03558,0.00022563,2797.0
68507.67,3826.47,600.2,163.41,1.0005,0.5283,0.16621,0.4581,2.433e-05,36.76,0.11311,7.557,17.042,484.0,7.814,0.716,11.167,83.9,1.603e-05,,12.051,31.71,9.04,9.988,1.973,,0.1067,5.855,8.404,24.83,0.1086,2.3524,1.1935,0.9995,2.9512,435.9,0.3171,1.0419,2.53,38.434,0.0356,0.0002257,2832.0
69436.43,3894.22,603.9,170.15,1.0007,0.534,0.16908,0.4683,2.552e-05,38.26,0.1125,7.64,18.786,489.6,7.827,0.7444,11.056,85.24,1.671e-05,,12.388,31.91,9.66,10.163,2.077,,0.1068,6.116,8.695,25.75,0.1105,2.385,1.2301,0.9997,3.4008,438.0,0.3255,1.0743,2.587,40.324,0.03661,0.00027782,2766.0
68398.39,3844.69,601.7,168.68,1.0011,0.5287,0.16497,0.4576,2.674e-05,37.02,0.11118,7.37,18.528,470.4,7.707,0.7322,11.107,83.44,1.6e-05,,12.105,31.42,9.36,10.22,1.983,,0.1044,5.94,8.722,26.24,0.1079,2.296,1.2002,1.0002,3.775,418.8,0.3141,1.0303,2.548,38.091,0.0358,0.00029466,2718.0
67652.42,3767.43,595.7,168.32,1.0013,0.5238,0.16386,0.4512,2.755e-05,36.2,0.1121,7.178,18.453,465.8,7.586,0.715,10.443,83.59,1.476e-05,,12.073,30.43,9.09,10.29,1.936,,0.1033,5.787,8.637,26.42,0.1067,2.2125,1.1408,0.9996,3.6785,395.3,0.3098,1.0165,2.494,39.067,0.03516,0.00026794,2688.0
68352.17,3747.91,595.1,166.88,1.0003,0.5186,0.15946,0.4465,2.588e-05,35.98,0.11198,6.998,17.944,465.1,7.285,0.6965,10.758,84.42,1.442e-05,,11.962,29.8,9.19,10.028,1.914,,0.1006,5.808,8.54,24.91,0.1067,2.1679,1.128,0.9998,3.3668,390.3,0.3035,1.013,2.476,44.051,0.03432,0.00024817,2703.0
67540.01,3762.29,593.7,165.65,1.001,0.5176,0.15898,0.447,2.543e-05,36.02,0.11213,6.984,18.414,454.8,7.246,0.6943,9.957,83.21,1.542e-05,,11.853,29.59,9.15,10.125,1.831,,0.1001,5.734,8.3,24.42,0.1063,2.1712,1.1192,0.9995,3.3051,389.1,0.2982,1.0234,2.455,45.296,0.03394,0.00025486,2706.0
67766.85,3815.82,601.9,166.14,1.0007,0.5187,0.16031,0.4499,2.526e-05,35.76,0.11262,7.062,18.443,463.5,7.375,0.699,9.886,83.48,1.486e-05,,12.083,29.56,9.07,10.049,1.837,,0.1,5.795,8.326,24.51,0.1064,2.218,1.1337,0.9995,3.2765,386.7,0.2994,1.024,2.475,43.131,0.0337,0.0002525,2680.0
67765.63,3780.91,602.9,163.15,1.0006,0.5135,0.1571,0.4465,2.462e-05,34.91,0.11477,6.988,18.143,458.3,7.192,0.6896,9.422,83.11,1.463e-05,,11.86,28.93,8.92,9.933,1.824,,0.0992,5.807,8.292,24.23,0.1051,2.1678,1.1124,0.9995,3.1999,381.1,0.2933,1.0164,2.379,43.425,0.03331,0.00024382,2641.0
68809.9,3767.06,626.4,164.89,1.0001,0.5199,0.15835,0.4573,2.443e-05,35.03,0.11338,7.009,17.629,464.9,7.121,0.7046,9.493,82.82,1.444e-05,,11.983,28.63,8.92,10.004,1.891,,0.1013,5.786,8.339,24.97,0.1054,2.2318,1.1053,0.9996,3.2657,378.7,0.2937,1.04,2.402,42.991,0.03369,0.00026809,2576.0
70537.84,3810.23,685.7,171.78,0.9999,0.5257,0.16136,0.4615,2.461e-05,36.06,0.11446,7.177,17.716,477.0,7.42,0.715,11.466,83.65,1.436e-05,,12.298,29.73,9.15,10.333,2.153,,0.1024,5.959,8.538,25.26,0.1064,2.3083,1.1076,1.0002,3.4103,397.6,0.2997,1.054,2.478,46.283,0.03428,0.00029569,2634.0
71108.0,3865.99,698.8,173.54,0.9998,0.5258,0.16326,0.4613,2.594e-05,36.57,0.11459,7.251,17.741,495.2,7.658,0.7249,11.162,85.44,1.458e-05,,12.33,29.8,9.31,10.701,2.41,,0.1045,6.075,8.692,26.79,0.1069,2.2902,1.1238,0.9998,3.3925,418.4,0.3044,1.1041,2.524,44.215,0.03555,0.00030944,2681.0
70799.06,3813.46,711.2,170.15,1.0004,0.5215,0.16016,0.4582,2.524e-05,35.89,0.11479,7.144,17.248,496.1,7.33,0.7257,10.619,84.19,1.434e-05,,12.087,29.05,9.09,10.378,2.303,,0.1014,5.957,8.617,28.06,0.1053,2.2403,1.0883,1.0016,3.233,423.9,0.2938,1.1132,2.484,41.846,0.03578,0.00032051,2619.0
69355.6,3678.32,684.0,162.5,1.0003,0.4991,0.1482,0.4492,2.369e-05,33.51,0.11268,6.659,16.318,477.6,6.875,0.667,9.818,80.13,1.278e-05,,11.525,27.05,8.59,9.577,2.161,,0.094,6.116,8.102,27.9,0.1002,2.1086,0.999,1.0006,2.8594,392.4,0.2724,1.081,2.262,38.957,0.03285,0.00028253,2502.0
69310.46,3681.57,682.7,157.83,1.0002,0.4926,0.14588,0.4368,2.321e-05,32.27,0.11479,6.384,15.928,469.5,6.569,0.6497,10.052,79.97,1.211e-05,,10.881,26.84,8.13,9.128,2.245,,0.0902,6.055,7.757,26.79,0.0983,1.9845,0.9678,1.0005,2.7074,361.6,0.2665,1.1041,2.168,36.795,0.03161,0.00027953,2424.0
69648.14,3706.4,673.0,162.12,1.0001,0.4986,0.14679,0.4442,2.349e-05,32.98,0.11688,6.527,16.372,474.6,6.588,0.6552,9.823,80.49,1.276e-05,,11.029,26.97,8.59,9.213,2.268,,0.0915,6.128,7.88,27.81,0.0999,2.0149,0.9793,1.0,2.7756,362.0,0.2685,1.094,2.231,37.682,0.03191,0.00027956,2489.0
