BTC,ETH,BNB,SOL,USDC,XRP,DOGE,ADA,SHIB,AVAX,DOT,LINK,TRX,BCH,NEAR,MATIC,UNI,LTC,PEPE,ICP,DAI,ETC,RNDR,APT,HBAR,STX,WIF,IMX,ATOM,FIL,ARB,XLM,XMR,FLOKI,AR,GRT,TAO,OP,FDUSD,SUI,VET,INJ,MKR
69582.18,3505.64,600.7,194.2,0.9996,0.6212,0.19912,0.6436,2.982e-05,52.93,9.429,18.933,0.12256,597.6,6.938,0.9795,12.607,102.84,8.13e-06,17.882,,32.89,10.672,16.608,0.1135,3.6365,4.2673,3.08,12.257,9.437,1.6413,0.1391,,0.00024322,37.758,0.3887,,3.656,1.0062,1.8805,0.04488,35.8,3747.0
71280.01,3645.29,606.7,202.45,1.0,0.6292,0.22,0.6501,3.074e-05,54.06,9.647,19.171,0.12296,678.7,7.294,1.0033,12.947,105.01,8.8e-06,18.776,,34.28,10.654,17.0751,0.1157,3.6541,4.5773,3.0442,12.293,9.96,1.6616,0.1411,,0.00024812,38.755,0.3926,,3.689,1.0022,1.9137,0.04611,36.78,3924.0
69649.8,3503.8,575.8,192.24,0.9996,0.611,0.20503,0.6212,2.864e-05,51.38,9.143,18.358,0.12051,647.6,6.733,0.9508,12.416,99.2,7.92e-06,18.032,,32.68,10.076,16.687,0.1099,3.6171,4.221,2.8926,11.63,9.378,1.5679,0.1355,,0.0002333,35.993,0.3743,,3.496,0.9971,1.9398,0.04432,34.21,3742.0
65463.99,3278.96,551.4,181.53,0.9998,0.5854,0.18248,0.5807,2.641e-05,46.86,8.582,17.952,0.11662,639.0,6.216,0.9003,11.302,106.75,7.25e-06,17.906,,29.98,9.443,14.7011,0.1036,3.2902,3.8471,2.6597,10.967,8.575,1.4483,0.1286,,0.00020936,33.973,0.3336,,3.156,0.9984,1.733,0.04101,32.55,3752.0
65963.28,3310.83,561.5,185.05,0.9996,0.5742,0.17522,0.5693,2.633e-05,45.89,8.416,17.687,0.11712,592.8,6.596,0.895,10.868,98.33,6.8e-06,17.833,,30.64,9.356,14.1455,0.1025,3.1326,3.6262,2.6989,10.825,8.422,1.4793,0.1263,,0.00019861,33.357,0.329,,3.052,0.9996,1.6681,0.04081,32.9,3793.0
68487.79,3327.4,585.5,184.0,0.9997,0.5935,0.17998,0.5831,2.77e-05,46.5,8.486,17.791,0.11915,665.4,6.727,0.9055,10.976,98.38,6.92e-06,17.851,,32.84,9.607,14.1534,0.1052,3.2708,3.545,2.7998,11.012,8.633,1.4593,0.1289,,0.00020055,33.473,0.3381,,3.105,1.007,1.6839,0.04178,32.78,3954.0
67820.62,3317.85,577.8,174.37,0.9996,0.5871,0.1772,0.5741,2.679e-05,45.3,8.379,17.325,0.1179,657.3,7.222,0.8839,10.926,97.82,6.57e-06,16.854,,33.1,9.227,13.1468,0.1046,3.0906,3.2189,2.657,10.893,8.393,1.4333,0.1275,,0.00018805,31.745,0.3311,,2.873,1.0034,1.6075,0.04034,34.24,3687.0
68896.0,3351.59,585.4,178.68,0.9998,0.593,0.18577,0.5836,2.743e-05,48.19,8.494,17.559,0.11959,693.9,7.022,0.8973,11.241,101.6,6.76e-06,17.032,,33.47,9.541,13.216,0.1059,3.2051,3.5678,2.7039,11.099,8.578,1.4871,0.1291,,0.00019529,33.635,0.3375,,2.993,1.0023,1.6248,0.04152,34.81,3706.0
69360.39,3454.2,583.9,179.52,1.0001,0.5944,0.19887,0.5892,2.818e-05,49.32,8.704,17.913,0.12056,684.8,6.916,0.9114,11.401,101.21,7.44e-06,17.134,,33.88,9.764,13.6318,0.1058,3.3041,3.759,2.7114,11.081,8.833,1.5287,0.1293,,0.00020546,33.864,0.337,,3.196,0.9996,1.6421,0.04253,35.23,3632.0
71620.0,3694.61,586.4,180.68,1.0,0.6147,0.2026,0.6137,2.874e-05,49.86,9.043,18.101,0.12303,681.4,7.358,0.9473,11.624,103.27,7.76e-06,17.792,,35.65,10.31,14.2581,0.1095,3.4629,4.2025,2.8402,11.305,9.31,1.5694,0.1334,,0.00021527,35.198,0.3521,,3.365,0.9976,1.7099,0.04681,35.63,3734.0
69146.0,3506.39,580.5,172.42,1.0005,0.6141,0.18912,0.5912,2.748e-05,46.47,8.659,17.362,0.12109,671.8,7.227,0.8974,11.212,97.53,7.04e-06,16.064,,32.77,9.415,12.7333,0.1035,3.1787,3.5857,2.6408,10.837,8.657,1.4841,0.1322,,0.00019861,31.895,0.3329,,3.044,0.9992,1.5748,0.04355,33.12,3393.0
70631.08,3545.64,609.7,173.31,1.0,0.6172,0.19971,0.5862,2.805e-05,47.3,8.408,17.417,0.1191,629.2,6.983,0.8873,10.047,96.71,7.14e-06,15.965,,33.51,9.228,12.2186,0.1023,3.0937,3.6212,2.6184,10.814,8.492,1.4662,0.1297,,0.00019754,31.162,0.3284,,3.036,1.0003,1.5216,0.04647,33.26,3342.0
70006.23,3502.52,604.6,172.37,0.9999,0.6086,0.1938,0.5858,2.751e-05,46.01,8.384,17.555,0.1203,614.2,6.795,0.878,9.139,98.78,7.31e-06,15.507,,33.74,9.028,11.8525,0.0998,2.9904,3.4556,2.564,10.758,8.052,1.4183,0.1302,,0.00019168,31.012,0.3105,623.4,2.939,1.0003,1.4904,0.0481,31.95,3357.0
67116.52,3237.43,595.6,153.16,0.9996,0.5468,0.17403,0.5027,2.475e-05,39.34,7.24,15.156,0.1148,533.2,5.788,0.7654,7.922,86.08,5.92e-06,13.921,,29.47,8.185,9.77,0.0877,2.6292,2.6583,2.2092,9.371,6.608,1.1737,0.1151,,0.00015821,24.578,0.2685,537.5,2.448,1.0026,1.2394,0.043,26.73,2937.0
63924.51,3007.01,553.1,138.47,0.9987,0.4788,0.15254,0.4449,2.11e-05,33.89,6.388,13.288,0.11006,479.6,5.215,0.653,6.91,77.33,5.04e-06,12.348,,25.48,7.48,8.7733,0.0785,2.5219,2.3273,2.0538,8.07,5.723,1.0314,0.1053,,0.00013366,26.002,0.2346,509.2,2.117,1.0002,1.0611,0.0401,23.27,2795.0
65661.84,3155.11,566.4,151.25,0.9989,0.5033,0.16212,0.4673,2.271e-05,37.27,6.855,14.098,0.11243,525.7,5.721,0.7105,7.523,79.72,5.44e-06,12.881,,27.0,8.975,9.5825,0.0836,2.7418,3.0617,2.1721,8.336,6.153,1.1795,0.1106,,0.00015047,28.55,0.2593,586.5,2.33,1.0001,1.1985,0.04303,26.03,3033.0
63419.99,3101.99,552.7,138.51,0.9996,0.4977,0.16123,0.461,2.192e-05,35.16,6.708,13.58,0.11146,508.3,5.221,0.7078,7.247,78.1,5.09e-06,12.361,,26.44,8.28,9.131,0.0796,2.5352,2.7486,1.9538,8.136,6.003,1.1526,0.1077,,0.00014297,25.766,0.2532,524.9,2.267,0.9988,1.1716,0.04136,24.45,3072.0
63793.39,3084.22,537.6,136.22,0.9996,0.4965,0.156,0.4583,2.268e-05,34.76,6.702,13.46,0.1118,486.9,5.493,0.703,7.189,79.94,5.4e-06,12.242,,26.18,8.278,9.2526,0.0798,2.4139,2.679,1.9007,8.166,6.076,1.154,0.1096,,0.00014192,24.573,0.2583,500.8,2.243,0.9988,1.2239,0.03985,25.02,3259.0
61277.37,2985.41,534.1,131.84,1.0,0.4951,0.14756,0.444,2.205e-05,33.58,6.583,13.133,0.10971,463.9,5.407,0.6677,6.889,80.19,4.92e-06,11.854,,25.4,7.657,9.142,0.0781,2.2611,2.4214,1.8782,8.041,5.845,1.1059,0.1075,,0.00013337,24.446,0.2418,455.0,2.165,0.9995,1.2598,0.03798,26.02,3146.0
63470.08,3064.4,552.1,142.07,0.9995,0.5025,0.15221,0.458,2.278e-05,34.85,6.784,13.887,0.10925,483.0,5.705,0.6757,7.296,80.75,5.09e-06,12.769,,26.13,7.893,9.4958,0.0822,2.4471,2.5667,2.0134,8.198,5.995,1.1383,0.1104,,0.00013831,25.092,0.2555,466.2,2.225,0.9993,1.2552,0.03966,27.63,3000.0
63818.01,3056.46,554.0,142.5,0.9995,0.503,0.15633,0.4682,2.287e-05,34.67,6.682,13.946,0.10989,476.8,5.586,0.6728,7.491,80.87,5.13e-06,14.073,,26.05,7.906,9.4143,0.0803,2.4535,2.9205,2.0355,8.15,6.145,1.1196,0.1117,,0.000139,27.52,0.2571,442.0,2.232,0.9993,1.3334,0.0405,28.17,2950.0
64940.59,3155.79,570.9,151.22,0.9996,0.5288,0.1626,0.5072,2.617e-05,38.31,7.241,14.959,0.11105,515.4,6.218,0.7382,7.873,85.04,5.8e-06,15.532,,27.89,8.982,10.2413,0.0868,2.7181,3.0246,2.2065,8.678,6.649,1.2158,0.116,,0.00016607,32.499,0.2912,485.1,2.505,0.9994,1.4272,0.04239,29.71,3120.0
64941.15,3147.67,579.6,148.8,0.9998,0.5246,0.15825,0.4993,2.627e-05,37.15,7.14,15.105,0.11132,502.2,6.446,0.7135,7.731,84.16,5.95e-06,15.093,,27.46,9.091,10.0071,0.0889,2.7912,2.9283,2.1781,8.756,6.48,1.1894,0.1139,,0.00017056,32.775,0.2815,474.8,2.445,0.9997,1.3706,0.04124,28.27,3003.0
66819.32,3200.2,604.5,156.95,0.9996,0.556,0.1612,0.5167,2.689e-05,39.19,7.466,15.445,0.11223,522.7,7.028,0.7422,8.2,85.39,6.88e-06,15.073,,28.33,9.274,10.18,0.0904,3.019,2.9077,2.3827,8.916,6.571,1.2092,0.1182,,0.00017634,35.277,0.3017,520.9,2.549,1.0008,1.3925,0.04259,28.63,2899.0
66414.0,3219.46,606.2,154.75,0.9999,0.5445,0.15979,0.5,2.682e-05,38.3,7.242,15.178,0.11322,505.0,6.893,0.7291,7.948,85.02,7.68e-06,14.462,,28.12,8.98,9.78,0.1563,2.8896,3.0147,2.3566,8.7,6.388,1.179,0.1174,,0.0001935,33.45,0.2931,500.1,2.491,1.0022,1.3263,0.04157,28.02,2926.0
64289.59,3140.8,608.8,147.78,1.0006,0.5275,0.15139,0.4746,2.57e-05,36.37,6.931,14.536,0.11329,479.4,6.86,0.7052,7.72,83.25,7.24e-06,13.705,,26.37,8.483,9.15,0.1248,2.7067,3.101,2.2256,8.404,6.05,1.1162,0.1144,,0.00018505,32.974,0.27,452.6,2.422,1.0006,1.2506,0.03977,26.46,2874.0
64498.34,3155.8,613.2,144.84,1.0003,0.5254,0.15127,0.4705,2.571e-05,35.59,6.862,14.593,0.11722,478.1,7.131,0.7203,7.93,83.78,7.78e-06,13.776,,26.45,8.618,9.03,0.1196,2.6643,3.1481,2.1028,8.321,5.993,1.0898,0.1138,,0.00018608,35.863,0.2662,460.8,2.418,1.0007,1.2242,0.03978,26.51,2856.0
63770.01,3131.3,598.0,139.23,1.0003,0.5261,0.148,0.4631,2.522e-05,34.42,6.764,14.49,0.12014,482.4,6.93,0.7032,7.703,88.1,7.37e-06,13.063,,27.11,8.135,8.85,0.111,2.5804,2.8469,2.0422,8.301,6.006,1.0651,0.114,,0.0001828,30.937,0.259,427.0,2.333,1.0006,1.1737,0.03928,25.56,2869.0
63461.98,3255.56,596.2,141.31,1.0007,0.5179,0.14776,0.4675,2.478e-05,34.47,6.807,14.267,0.11975,477.1,7.14,0.7329,7.973,83.88,7.21e-06,13.311,,27.85,8.071,9.01,0.1065,2.5497,2.7666,2.135,8.397,5.923,1.1255,0.1144,,0.00017308,33.527,0.2645,421.9,2.626,1.0,1.2111,0.03929,25.94,2993.0
63118.62,3263.45,600.2,137.99,1.0003,0.5103,0.1467,0.4603,2.423e-05,33.95,6.728,13.809,0.12124,470.5,7.047,0.7213,7.825,83.99,7.23e-06,13.58,,27.99,7.965,8.99,0.1035,2.4739,2.6515,2.1006,8.2,5.899,1.101,0.1123,,0.00017029,35.884,0.2569,423.3,2.634,0.9995,1.2177,0.0394,25.78,3070.0
63866.0,3216.73,592.8,137.77,1.0003,0.5151,0.14342,0.4571,2.41e-05,35.28,6.587,14.074,0.11901,465.1,6.865,0.7043,7.689,83.51,7.35e-06,13.427,,27.59,7.885,9.11,0.1032,2.4748,2.7703,2.0995,8.151,5.918,1.0578,0.112,,0.00016985,36.087,0.2566,401.3,2.495,0.9992,1.1921,0.03949,25.84,2842.0
60672.0,3014.05,578.4,126.77,1.0009,0.5006,0.13339,0.4412,2.239e-05,32.71,6.425,13.129,0.11956,434.1,6.194,0.6673,7.039,79.49,6.67e-06,12.878,,25.43,7.339,8.7,0.0938,2.1598,2.5033,1.9242,8.443,5.626,1.0226,0.1077,,0.00015634,30.195,0.2361,388.6,2.537,0.9986,1.1438,0.03607,23.75,2665.0
58364.97,2972.46,561.8,134.64,1.0014,0.5175,0.13021,0.4501,2.266e-05,33.33,6.899,13.347,0.12045,424.8,6.14,0.6919,7.047,80.17,6.98e-06,13.178,,25.55,7.663,8.94,0.0996,2.1417,2.612,2.0267,8.745,5.717,1.0296,0.1111,,0.00015878,28.659,0.243,380.9,2.797,0.9987,1.1474,0.03522,23.67,2725.0
59060.61,2986.19,560.5,137.58,1.0,0.518,0.13189,0.4578,2.279e-05,33.58,7.273,13.59,0.12226,429.0,6.087,0.7205,7.107,80.02,7.54e-06,13.51,,25.66,7.823,8.85,0.1004,2.0844,2.7321,2.2112,8.647,5.928,1.0286,0.1103,,0.00016391,34.431,0.2506,404.3,2.873,0.9993,1.1212,0.0351,23.43,2765.0
62882.01,3102.61,587.0,143.69,0.9997,0.5317,0.14604,0.4673,2.444e-05,35.54,7.245,14.093,0.1227,452.6,6.874,0.7322,7.585,81.85,8.08e-06,13.607,,26.89,8.241,9.07,0.1112,2.3749,3.1092,2.2501,8.765,6.047,1.065,0.1118,,0.00017505,34.568,0.275,425.6,2.858,0.9997,1.1119,0.03722,24.97,2957.0
63892.04,3117.23,585.7,146.05,0.9998,0.5302,0.16012,0.4633,2.505e-05,37.36,7.122,14.316,0.12226,462.8,6.864,0.7293,7.531,81.66,8.67e-06,13.164,,26.95,8.958,9.12,0.109,2.3559,3.3924,2.2283,8.693,6.057,1.0615,0.1109,,0.00019229,35.845,0.2753,446.6,2.88,0.9996,1.091,0.03714,24.65,2869.0
64012.0,3136.41,592.0,145.73,0.9998,0.5296,0.16098,0.458,2.471e-05,37.35,7.302,14.371,0.12107,469.0,7.49,0.7336,7.587,81.32,8.53e-06,12.987,,27.67,9.869,9.24,0.1104,2.3015,3.2202,2.241,9.335,6.153,1.0706,0.1109,,0.00018781,40.569,0.294,455.4,2.901,0.9998,1.0954,0.03733,24.23,2910.0
63165.19,3062.6,588.2,152.82,0.9999,0.5402,0.15648,0.4541,2.388e-05,37.11,7.121,14.484,0.11864,473.1,7.311,0.7099,7.474,80.79,8.35e-06,12.804,,26.98,9.947,9.0,0.1138,2.2003,3.3618,2.1648,9.209,6.027,1.0603,0.1097,,0.00017936,39.781,0.2817,441.8,2.768,0.9998,1.0932,0.03593,25.58,2781.0
62312.08,3005.69,576.5,148.03,0.9999,0.5245,0.14999,0.4414,2.298e-05,35.31,6.993,13.997,0.12051,470.9,7.118,0.6929,7.396,80.84,7.89e-06,12.388,,27.07,10.289,8.77,0.1078,2.1407,2.9994,2.1608,8.94,5.772,1.0255,0.1081,,0.00017135,37.781,0.28,419.1,2.666,1.0,1.0797,0.03551,24.72,2801.0
61193.03,2974.21,588.6,142.18,1.0004,0.5171,0.14324,0.4518,2.254e-05,34.02,6.983,13.9,0.12293,448.2,6.809,0.681,7.329,81.7,7.96e-06,12.024,,27.18,9.893,8.59,0.106,2.0578,2.7772,2.0413,9.086,5.704,1.0282,0.1073,,0.00017023,37.347,0.2627,391.8,2.58,1.0002,1.0105,0.03509,23.29,2698.0
63074.01,3036.23,596.8,152.57,1.0002,0.5209,0.1522,0.4635,2.348e-05,35.07,7.05,14.237,0.1262,454.8,7.479,0.6944,7.501,83.08,8.53e-06,12.169,,27.66,10.837,8.81,0.1107,2.0994,3.1228,2.159,9.123,5.92,1.0411,0.1085,,0.00017933,41.207,0.2931,393.0,2.653,1.0004,1.0262,0.03565,23.99,2749.0
60799.99,2909.99,585.6,146.01,1.0002,0.5022,0.14389,0.4479,2.242e-05,33.71,6.746,13.564,0.12741,426.6,7.253,0.6721,7.107,80.22,8.41e-06,11.858,,26.38,10.95,8.46,0.1057,2.0058,2.976,2.1648,8.641,5.622,0.9952,0.1062,,0.00016857,41.543,0.2919,376.5,2.519,1.0002,1.0076,0.03463,24.83,2673.0
60825.99,2912.45,592.2,145.42,1.0003,0.5059,0.14306,0.439,2.251e-05,33.49,6.659,13.306,0.12638,429.5,7.021,0.6758,7.036,81.39,8.52e-06,11.875,,26.47,10.959,8.39,0.1068,1.9781,3.0078,2.2793,8.503,5.608,1.0005,0.1059,,0.00016964,39.888,0.285,374.7,2.535,1.0003,0.9944,0.0344,23.71,2700.0
61483.99,2929.29,594.8,143.43,1.0005,0.4993,0.14123,0.4377,2.231e-05,33.14,6.617,13.559,0.12738,433.0,6.887,0.6707,7.064,81.41,8.76e-06,11.721,,26.69,10.821,8.35,0.1087,1.9874,2.972,2.1834,8.476,5.605,0.9972,0.1048,,0.00016935,41.908,0.2785,362.9,2.523,1.0006,1.0037,0.03434,23.5,2692.0
62940.08,2950.99,591.7,147.54,1.0001,0.5053,0.14864,0.4368,2.336e-05,32.46,6.669,13.393,0.12561,437.5,7.292,0.6634,7.003,80.62,9.92e-06,11.789,,26.3,11.255,8.18,0.1076,2.0182,3.0093,2.2271,8.4,5.604,0.9818,0.1039,,0.00018342,39.321,0.2793,357.3,2.495,1.0002,0.9696,0.03368,22.63,2682.0
61577.49,2881.93,567.1,142.03,1.0004,0.5002,0.14552,0.4285,2.298e-05,31.58,6.485,12.98,0.12546,429.1,7.022,0.6497,6.787,78.79,1.057e-05,11.832,,25.36,10.036,7.8,0.1054,1.896,2.7849,2.0131,8.134,5.351,0.9352,0.1018,,0.00018903,39.155,0.2649,343.9,2.395,1.0005,0.8964,0.03335,21.36,2680.0
66206.5,3032.55,581.0,158.52,0.9996,0.5188,0.15534,0.4524,2.525e-05,34.66,6.961,13.865,0.12633,463.7,8.052,0.686,7.364,82.45,1.05e-05,12.487,,27.09,10.638,8.49,0.1108,2.1817,3.0494,2.3465,8.434,5.784,0.9936,0.1067,,0.00021052,43.777,0.3029,389.7,2.484,0.9988,0.9921,0.0354,23.61,2808.0
65235.21,2944.7,569.2,159.37,0.9999,0.5157,0.14972,0.4597,2.457e-05,34.46,7.025,15.516,0.125,444.8,8.021,0.6942,7.293,82.43,1.003e-05,12.171,,27.24,10.044,8.37,0.1123,1.9799,2.8424,2.3803,8.533,5.752,0.9715,0.1067,,0.00020593,44.322,0.3034,382.2,2.368,0.9993,1.024,0.03525,23.44,2693.0
67024.0,3092.01,580.9,169.44,0.9995,0.5234,0.15555,0.4824,2.502e-05,36.43,7.199,16.231,0.12434,466.5,8.037,0.7135,7.491,84.14,1.018e-05,13.101,,28.31,10.077,8.57,0.1148,2.082,2.7937,2.3932,8.655,5.884,1.0306,0.1088,,0.00021027,47.585,0.3168,380.7,2.568,0.9995,1.0755,0.03596,24.72,2785.0
66915.2,3122.94,580.3,172.4,0.9998,0.5213,0.15302,0.482,2.476e-05,37.24,7.157,16.329,0.12299,475.4,7.921,0.7091,7.86,83.84,9.54e-06,13.245,,28.62,10.331,8.58,0.1145,2.0588,2.5561,2.3624,8.603,5.85,1.0179,0.1081,,0.00020366,46.914,0.3124,382.4,2.548,0.9994,1.0811,0.03527,24.98,2823.0
66274.01,3071.19,574.5,169.93,1.0,0.5096,0.14908,0.4672,2.386e-05,35.6,6.931,16.56,0.12117,484.9,7.777,0.683,7.642,82.4,9.16e-06,12.616,,27.58,10.05,8.12,0.111,1.9535,2.5311,2.2377,8.206,5.552,0.9716,0.1055,,0.00019281,48.125,0.3001,365.4,2.452,0.9992,1.0269,0.03427,24.15,2776.0
71446.62,3661.78,599.6,186.7,0.9997,0.5377,0.16573,0.502,2.607e-05,40.13,7.575,17.262,0.12442,517.9,8.291,0.7506,9.328,88.64,1.141e-05,13.558,,32.36,10.872,9.11,0.1175,2.1395,2.8236,2.5586,8.92,6.17,1.1269,0.1125,,0.00021528,47.526,0.3385,406.4,2.907,0.9994,1.1467,0.03684,28.24,3166.0
70148.34,3789.6,618.5,178.15,1.0001,0.537,0.17024,0.4946,2.612e-05,41.2,7.61,16.739,0.12361,515.0,7.819,0.7292,9.659,88.26,1.384e-05,13.309,,31.72,11.194,9.32,0.1151,2.1705,2.7514,2.4914,8.785,6.235,1.2034,0.1122,,0.00022972,44.353,0.3395,423.8,2.831,0.9996,1.1406,0.03653,27.64,3065.0
69166.62,3737.73,614.8,176.95,1.0004,0.5268,0.16628,0.4835,2.533e-05,40.0,7.467,16.354,0.12007,499.0,7.986,0.7232,9.304,85.78,1.338e-05,12.822,,30.38,10.655,9.0,0.1133,2.0625,3.0341,2.518,8.561,6.118,1.1413,0.1107,,0.00022325,44.777,0.3475,446.2,2.668,0.9991,1.1051,0.03587,27.28,2942.0
67969.65,3783.61,599.3,176.16,1.0005,0.5289,0.15973,0.4656,2.461e-05,38.52,7.2,16.596,0.11532,491.2,7.695,0.7438,9.088,85.45,1.494e-05,12.29,,32.42,10.235,8.93,0.1089,2.005,2.9238,2.4422,8.361,5.795,1.2031,0.1093,,0.0002264,41.175,0.3287,450.6,2.623,0.9991,1.0764,0.03513,26.13,2838.0
68549.99,3728.28,600.3,167.7,1.0002,0.536,0.16386,0.4601,2.44e-05,38.01,7.244,17.25,0.11547,494.9,7.909,0.7236,10.213,85.0,1.415e-05,12.413,,31.59,10.11,8.96,0.1081,1.975,2.8685,2.4622,8.46,5.82,1.1579,0.1101,,0.00022027,40.818,0.325,436.4,2.522,0.9996,1.0676,0.03534,25.71,2751.0
69290.57,3749.26,602.4,168.35,1.0001,0.5416,0.17402,0.4623,2.508e-05,38.28,7.425,17.443,0.11378,493.6,8.23,0.7293,11.329,84.98,1.497e-05,12.327,,31.67,10.077,9.09,0.1085,1.994,3.0923,2.4635,8.491,6.006,1.1914,0.1109,,0.00022563,40.273,0.3273,424.5,2.551,0.9996,1.0629,0.03558,25.34,2797.0
68507.67,3826.47,600.2,163.41,1.0005,0.5283,0.16621,0.4581,2.433e-05,36.76,7.557,17.042,0.11311,484.0,7.814,0.716,11.167,83.9,1.603e-05,12.051,,31.71,9.988,9.04,0.1067,1.973,2.9512,2.3524,8.404,5.855,1.1935,0.1086,,0.0002257,38.434,0.3171,435.9,2.53,0.9995,1.0419,0.0356,24.83,2832.0
69436.43,3894.22,603.9,170.15,1.0007,0.534,0.16908,0.4683,2.552e-05,38.26,7.64,18.786,0.1125,489.6,7.827,0.7444,11.056,85.24,1.671e-05,12.388,,31.91,10.163,9.66,0.1068,2.077,3.4008,2.385,8.695,6.116,1.2301,0.1105,,0.00027782,40.324,0.3255,438.0,2.587,0.9997,1.0743,0.03661,25.75,2766.0
68398.39,3844.69,601.7,168.68,1.0011,0.5287,0.16497,0.4576,2.674e-05,37.02,7.37,18.528,0.11118,470.4,7.707,0.7322,11.107,83.44,1.6e-05,12.105,,31.42,10.22,9.36,0.1044,1.983,3.775,2.296,8.722,5.94,1.2002,0.1079,,0.00029466,38.091,0.3141,418.8,2.548,1.0002,1.0303,0.0358,26.24,2718.0
67652.42,3767.43,595.7,168.32,1.0013,0.5238,0.16386,0.4512,2.755e-05,36.2,7.178,18.453,0.1121,465.8,7.586,0.715,10.443,83.59,1.476e-05,12.073,,30.43,10.29,9.09,0.1033,1.936,3.6785,2.2125,8.637,5.787,1.1408,0.1067,,0.00026794,39.067,0.3098,395.3,2.494,0.9996,1.0165,0.03516,26.42,2688.0
68352.17,3747.91,595.1,166.88,1.0003,0.5186,0.15946,0.4465,2.588e-05,35.98,6.998,17.944,0.11198,465.1,7.285,0.6965,10.758,84.42,1.442e-05,11.962,,29.8,10.028,9.19,0.1006,1.914,3.3668,2.1679,8.54,5.808,1.128,0.1067,,0.00024817,44.051,0.3035,390.3,2.476,0.9998,1.013,0.03432,24.91,2703.0
67540.01,3762.29,593.7,165.65,1.001,0.5176,0.15898,0.447,2.543e-05,36.02,6.984,18.414,0.11213,454.8,7.246,0.6943,9.957,83.21,1.542e-05,11.853,,29.59,10.125,9.15,0.1001,1.831,3.3051,2.1712,8.3,5.734,1.1192,0.1063,,0.00025486,45.296,0.2982,389.1,2.455,0.9995,1.0234,0.03394,24.42,2706.0
67766.85,3815.82,601.9,166.14,1.0007,0.5187,0.16031,0.4499,2.526e-05,35.76,7.062,18.443,0.11262,463.5,7.375,0.699,9.886,83.48,1.486e-05,12.083,,29.56,10.049,9.07,0.1,1.837,3.2765,2.218,8.326,5.795,1.1337,0.1064,,0.0002525,43.131,0.2994,386.7,2.475,0.9995,1.024,0.0337,24.51,2680.0
67765.63,3780.91,602.9,163.15,1.0006,0.5135,0.1571,0.4465,2.462e-05,34.91,6.988,18.143,0.11477,458.3,7.192,0.6896,9.422,83.11,1.463e-05,11.86,,28.93,9.933,8.92,0.0992,1.824,3.1999,2.1678,8.292,5.807,1.1124,0.1051,,0.00024382,43.425,0.2933,381.1,2.379,0.9995,1.0164,0.03331,24.23,2641.0
68809.9,3767.06,626.4,164.89,1.0001,0.5199,0.15835,0.4573,2.443e-05,35.03,7.009,17.629,0.11338,464.9,7.121,0.7046,9.493,82.82,1.444e-05,11.983,,28.63,10.004,8.92,0.1013,1.891,3.2657,2.2318,8.339,5.786,1.1053,0.1054,,0.00026809,42.991,0.2937,378.7,2.402,0.9996,1.04,0.03369,24.97,2576.0
70537.84,3810.23,685.7,171.78,0.9999,0.5257,0.16136,0.4615,2.461e-05,36.06,7.177,17.716,0.11446,477.0,7.42,0.715,11.466,83.65,1.436e-05,12.298,,29.73,10.333,9.15,0.1024,2.153,3.4103,2.3083,8.538,5.959,1.1076,0.1064,,0.00029569,46.283,0.2997,397.6,2.478,1.0002,1.054,0.03428,25.26,2634.0
71219.99,3865.69,692.3,173.19,1.0,0.5268,0.16349,0.4631,2.588e-05,36.63,7.277,17.814,0.11457,494.5,7.671,0.724,11.105,84.93,1.475e-05,12.383,,29.79,10.62,9.33,0.1043,2.39,3.4421,2.3085,8.703,6.075,1.129,0.1072,,0.00030727,44.498,0.3037,415.7,2.53,0.9998,1.097,0.03552,26.81,2676.0
